,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
2/6/2018,0,1,0,2,0,4,0,6,0,2,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3/6/2018,0,1,0,1,0,8,0,4,0,2,0,6,0,1,0,3,0,0,0,1,0,1,0,3,0,2,0,0
4/6/2018,0,0,0,1,0,10,0,8,0,6,0,8,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0
5/6/2018,0,3,0,1,0,7,0,8,0,2,0,12,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,3
6/6/2018,0,1,0,0,0,7,0,4,0,3,0,13,1,1,0,0,0,2,0,1,0,3,0,2,0,2,0,1
7/6/2018,0,0,0,1,0,4,0,10,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8/6/2018,0,2,0,1,2,8,0,12,0,7,0,3,0,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0
9/6/2018,0,3,0,2,0,3,0,3,1,4,0,7,0,1,0,1,0,2,0,1,0,4,0,0,0,1,0,3
10/6/2018,0,1,0,0,0,7,0,5,0,5,0,5,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
11/6/2018,0,3,0,4,0,3,0,1,2,7,0,6,0,0,0,1,1,1,0,1,0,3,0,2,1,0,0,1
12/6/2018,0,1,0,1,0,5,0,8,0,3,0,9,0,2,0,1,0,0,0,3,0,2,0,1,0,1,0,2
13/6/2018,0,1,0,0,0,5,0,16,0,9,0,8,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2
14/6/2018,0,0,0,0,1,7,0,3,0,6,0,4,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,1
15/6/2018,0,0,0,0,0,8,0,4,0,4,0,9,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0
16/6/2018,0,0,0,1,1,6,0,8,0,3,0,10,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1
17/6/2018,0,1,0,2,0,5,0,6,0,8,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18/6/2018,0,1,0,0,0,3,0,10,0,4,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1
19/6/2018,0,0,0,1,1,11,0,10,0,9,0,12,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2
20/6/2018,0,1,0,0,0,5,0,10,1,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
21/6/2018,0,0,0,2,0,7,0,13,0,9,0,5,0,1,0,2,0,1,0,0,0,4,0,0,0,2,0,4
22/6/2018,0,0,0,0,0,10,0,8,1,4,0,9,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
23/6/2018,0,1,0,1,0,2,0,1,0,7,0,4,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,2
24/6/2018,0,0,0,3,0,4,0,6,0,5,0,3,0,0,0,1,0,1,0,5,0,2,0,2,0,0,0,0
25/6/2018,0,0,0,2,0,6,0,4,0,10,0,12,0,1,0,3,0,1,0,2,0,1,0,3,0,3,0,4
26/6/2018,0,0,0,2,0,5,0,8,0,6,0,7,0,1,0,0,0,1,0,2,0,3,0,1,0,1,0,0
27/6/2018,0,0,0,1,0,8,0,5,1,5,0,5,2,0,0,1,0,2,0,1,0,3,0,0,0,1,0,0
28/6/2018,0,1,0,0,0,3,0,11,0,5,0,7,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,3
29/6/2018,0,0,0,1,0,6,0,4,0,5,0,10,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0
30/6/2018,0,3,0,0,0,6,0,11,0,6,0,7,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,2
1/7/2018,0,1,0,2,0,9,0,7,0,3,0,7,0,2,0,1,0,2,0,0,0,2,0,1,0,0,0,2
2/7/2018,0,0,0,1,0,7,0,7,1,5,0,6,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,2
3/7/2018,0,1,0,0,0,4,0,8,0,1,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4/7/2018,0,1,0,3,0,4,0,7,0,8,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/7/2018,0,1,0,1,0,3,0,4,0,7,0,4,0,0,0,1,1,0,0,2,0,2,0,4,1,0,0,3
6/7/2018,0,1,0,1,0,10,0,7,0,7,0,5,0,1,0,1,0,1,0,2,0,3,0,2,0,0,0,0
7/7/2018,0,2,0,3,0,3,0,12,0,4,0,7,0,2,0,1,0,0,0,1,0,3,0,2,0,0,0,2
8/7/2018,0,1,0,2,1,3,0,4,0,4,0,7,1,0,0,1,0,1,0,0,0,1,0,1,0,4,0,0
9/7/2018,0,1,0,2,0,1,0,7,0,8,0,4,0,0,0,1,0,1,0,1,0,3,0,0,0,2,0,0
10/7/2018,0,2,0,1,0,8,0,9,0,3,0,8,0,1,0,1,0,1,0,1,0,2,0,0,0,3,0,0
11/7/2018,0,0,0,1,0,4,0,6,0,3,0,5,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1
12/7/2018,0,2,0,1,0,3,0,17,0,3,0,9,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,2
13/7/2018,0,2,0,3,0,4,0,10,0,6,0,7,1,2,0,0,0,1,0,0,0,2,0,3,0,1,0,1
14/7/2018,0,1,0,1,0,10,0,6,0,3,0,8,0,1,0,3,0,1,0,2,0,0,0,1,0,3,0,2
15/7/2018,0,1,0,2,1,7,0,6,0,5,0,5,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0
16/7/2018,0,1,0,2,0,4,0,3,0,9,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
17/7/2018,0,1,0,3,1,5,0,13,0,8,0,13,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1
18/7/2018,0,1,0,0,0,5,0,9,0,6,0,7,0,0,0,0,0,2,0,2,1,1,0,3,0,0,0,0
19/7/2018,0,2,0,2,0,4,0,7,0,5,0,7,0,1,0,2,0,2,0,1,0,5,0,2,0,2,0,2
20/7/2018,0,0,0,1,0,4,0,11,1,7,0,8,0,3,0,2,0,0,0,1,0,1,0,0,1,1,0,1
21/7/2018,0,1,0,3,0,5,0,4,0,1,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1
22/7/2018,0,0,0,1,0,7,0,4,0,4,0,8,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
23/7/2018,0,0,0,1,0,7,0,9,0,2,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
24/7/2018,0,3,0,1,1,5,0,13,0,4,0,4,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2
25/7/2018,0,1,0,2,0,7,0,8,0,2,0,8,0,2,0,4,1,1,0,2,0,2,0,3,0,1,0,3
26/7/2018,0,0,0,1,1,3,0,8,0,6,0,9,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,1
27/7/2018,0,3,0,1,0,8,0,8,0,6,0,5,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1
28/7/2018,0,0,0,4,0,6,0,4,0,4,0,3,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,1
29/7/2018,0,2,0,1,0,7,0,4,0,5,0,6,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,3
30/7/2018,0,0,0,1,1,6,0,7,0,4,0,7,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,3
31/7/2018,0,0,0,0,0,5,0,11,0,7,0,9,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,0
1/8/2018,0,0,0,2,0,9,0,9,1,3,0,10,0,0,0,3,0,3,0,1,0,2,0,1,0,0,0,1
2/8/2018,0,0,0,0,0,11,0,5,0,7,0,9,0,4,0,1,0,1,0,0,0,2,0,1,1,0,0,0
3/8/2018,0,0,0,1,0,6,0,9,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4/8/2018,0,1,0,0,1,3,0,8,1,4,0,4,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,2
5/8/2018,0,1,0,1,0,3,0,3,0,3,0,4,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1
6/8/2018,0,1,0,1,0,6,0,4,0,4,0,11,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1
7/8/2018,0,0,0,1,1,6,0,12,0,5,0,7,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3
8/8/2018,0,1,0,1,0,8,0,13,0,5,0,9,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
9/8/2018,0,0,0,1,0,10,0,15,0,8,0,6,0,0,0,2,0,1,0,1,0,1,0,1,1,1,0,0
10/8/2018,0,0,0,2,1,5,0,12,1,5,0,8,1,1,0,2,0,0,0,1,0,2,0,4,0,1,0,1
11/8/2018,0,0,0,1,0,8,0,5,0,8,0,8,0,1,0,0,0,3,0,1,0,0,0,1,1,2,0,1
12/8/2018,0,1,0,2,0,9,0,6,1,3,0,5,0,0,0,2,0,1,0,0,0,3,0,1,0,1,0,0
13/8/2018,0,2,0,1,0,3,0,8,0,3,0,9,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2
14/8/2018,0,2,0,1,0,6,0,7,0,10,0,11,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,2
15/8/2018,0,0,0,2,1,3,0,7,0,5,0,6,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1
16/8/2018,0,0,0,1,0,4,0,16,0,11,0,10,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2
17/8/2018,0,0,0,1,0,6,0,6,0,2,0,15,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,4
18/8/2018,0,1,0,2,0,3,0,9,1,4,0,6,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1
19/8/2018,0,2,0,0,0,3,0,3,0,4,0,7,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,1
20/8/2018,0,2,0,1,0,3,0,3,0,6,0,5,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1
21/8/2018,1,1,0,1,0,3,0,9,1,4,0,6,1,0,0,1,0,0,0,1,0,3,0,0,0,2,0,4
22/8/2018,0,1,0,0,1,3,0,2,0,4,0,7,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0
23/8/2018,0,0,0,0,0,4,0,7,0,7,0,11,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1
24/8/2018,0,2,0,2,0,5,0,16,0,6,0,11,0,1,0,0,1,0,0,2,0,5,0,2,0,1,0,1
25/8/2018,0,1,0,1,1,3,0,6,0,6,0,8,0,2,0,3,0,1,0,3,0,3,0,1,0,1,0,1
26/8/2018,0,1,0,3,0,3,0,5,0,5,0,4,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,1
27/8/2018,0,0,0,1,0,5,0,8,1,5,0,5,0,0,0,1,0,0,0,0,1,5,0,1,0,1,0,2
28/8/2018,0,0,0,0,0,6,0,13,0,6,0,7,0,0,0,0,0,2,0,0,0,3,0,2,1,2,0,0
29/8/2018,0,0,0,0,0,5,0,12,0,9,0,3,0,2,0,3,0,2,0,1,0,0,0,1,0,3,0,3
30/8/2018,0,0,0,1,0,10,0,8,0,4,0,4,0,0,0,2,0,0,0,0,0,3,0,1,0,2,0,1
31/8/2018,0,0,0,1,0,3,0,18,0,8,0,12,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
1/9/2018,0,1,0,1,0,4,0,8,0,7,0,7,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,2
2/9/2018,1,0,0,2,0,6,0,9,0,6,0,2,0,1,0,1,0,2,0,1,0,4,0,2,0,0,0,0
3/9/2018,1,0,0,1,0,3,0,7,0,3,0,4,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,2
4/9/2018,1,0,0,1,0,4,0,7,0,10,0,5,1,1,0,1,1,0,0,2,0,2,0,2,0,0,0,0
5/9/2018,0,0,0,0,0,5,0,7,0,5,0,13,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,1
6/9/2018,0,0,0,0,0,5,0,10,1,9,0,5,0,0,0,1,0,1,0,1,0,2,0,2,0,1,0,1
7/9/2018,0,2,0,1,0,0,0,8,0,4,0,6,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0
8/9/2018,0,1,0,1,0,5,0,6,0,7,0,5,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1
9/9/2018,0,1,0,0,0,2,0,3,0,3,0,5,0,1,0,1,0,2,0,0,0,4,0,0,0,0,0,2
10/9/2018,0,2,0,1,1,2,0,8,0,4,0,3,0,1,0,2,0,0,0,2,0,3,0,2,0,0,0,1
11/9/2018,0,1,0,0,0,6,0,6,1,1,0,13,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,1
12/9/2018,0,1,0,0,0,5,0,9,0,3,0,4,0,1,0,1,0,0,0,2,0,1,0,2,0,1,0,1
13/9/2018,1,2,0,1,0,8,0,9,0,6,0,9,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1
14/9/2018,2,1,0,2,0,4,0,9,0,6,0,5,2,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1
15/9/2018,0,1,0,3,0,5,0,10,0,7,0,9,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1
16/9/2018,0,3,0,1,0,5,0,6,0,6,0,9,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,3
17/9/2018,0,0,0,0,0,2,0,6,0,9,0,7,0,1,0,2,0,1,0,0,0,2,0,0,0,2,0,2
18/9/2018,0,0,0,0,1,5,0,7,1,5,0,6,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,4
19/9/2018,0,0,0,1,0,2,0,9,0,4,0,6,0,1,0,0,0,2,0,0,0,3,0,4,0,1,0,1
20/9/2018,0,1,0,2,0,5,0,13,0,7,0,6,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,2
21/9/2018,0,1,0,2,0,5,0,9,0,6,0,3,0,3,0,0,0,2,0,1,0,0,0,2,0,1,0,3
22/9/2018,0,1,0,1,0,5,0,11,0,5,0,3,1,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0
23/9/2018,0,3,0,0,0,4,0,2,0,4,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1
24/9/2018,0,0,0,0,0,3,0,5,2,2,0,4,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1
25/9/2018,0,0,0,1,0,0,0,8,0,8,0,4,0,1,0,2,0,0,0,1,0,4,0,2,0,0,0,1
26/9/2018,0,0,0,0,0,6,0,17,0,7,0,9,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,1
27/9/2018,0,1,0,3,0,2,0,8,0,7,0,12,0,2,0,0,0,2,0,1,0,2,0,1,0,0,0,1
28/9/2018,1,0,0,0,0,1,0,6,0,3,0,4,0,2,0,0,0,2,0,1,0,0,0,1,1,3,0,0
29/9/2018,0,1,0,1,0,5,0,2,1,2,0,3,1,0,0,2,0,2,0,1,0,1,0,1,0,2,0,1
30/9/2018,0,2,0,1,0,7,0,6,1,2,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,3
1/10/2018,0,1,0,1,0,2,0,11,1,7,0,6,0,2,0,2,0,2,0,1,0,2,0,0,0,1,0,0
2/10/2018,1,1,0,2,0,8,0,10,0,6,0,7,0,0,0,1,0,2,0,2,0,1,0,3,0,0,0,3
3/10/2018,0,0,0,0,1,5,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3
4/10/2018,0,2,0,0,0,5,0,12,0,5,0,6,0,2,0,0,0,1,0,1,0,4,0,0,0,0,0,0
5/10/2018,0,2,0,2,0,7,0,6,0,9,0,6,1,0,0,1,0,1,0,2,0,2,0,3,0,0,0,0
6/10/2018,0,1,0,0,0,5,0,5,2,13,0,7,0,1,0,2,0,2,0,0,0,1,0,2,0,0,0,2
7/10/2018,0,0,0,0,0,8,0,3,0,8,0,9,0,1,0,2,1,2,0,2,0,0,0,0,0,0,0,3
8/10/2018,0,1,0,2,0,4,0,6,0,5,0,2,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1
9/10/2018,0,1,0,1,0,6,0,13,0,2,0,14,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0
10/10/2018,0,0,0,0,1,5,0,8,0,10,0,12,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1
11/10/2018,0,0,0,1,0,3,0,9,0,8,0,6,0,0,0,1,0,2,0,1,0,0,0,3,1,1,0,2
12/10/2018,0,1,0,0,0,8,0,10,1,5,0,7,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2
13/10/2018,0,2,0,1,0,5,0,8,0,12,0,6,0,3,0,2,0,1,0,3,0,7,0,0,0,1,0,3
14/10/2018,0,2,0,3,0,5,0,9,0,5,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3
15/10/2018,1,1,0,1,1,4,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1
16/10/2018,0,2,0,2,0,3,0,7,0,6,0,17,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,3
17/10/2018,0,2,0,0,0,7,0,4,0,7,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
18/10/2018,0,0,0,2,0,5,0,9,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
19/10/2018,0,2,0,3,0,10,0,3,0,10,0,4,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0
20/10/2018,0,3,0,0,0,5,0,12,0,2,0,9,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,2
21/10/2018,1,1,0,2,0,2,0,3,2,5,0,5,0,1,0,3,0,1,0,1,0,4,0,1,0,2,0,0
22/10/2018,0,2,0,1,1,6,0,14,0,9,0,9,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0
23/10/2018,0,2,0,0,0,5,0,9,0,4,0,6,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,1
24/10/2018,0,0,0,0,0,6,0,10,0,3,0,7,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,1
25/10/2018,0,1,0,2,0,8,0,14,0,9,0,6,0,2,0,0,0,1,0,2,0,3,0,2,0,1,0,0
26/10/2018,0,0,0,2,1,8,0,15,0,4,0,13,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
27/10/2018,0,2,0,1,1,5,0,5,0,6,0,6,1,0,0,0,0,1,0,0,2,2,0,1,0,1,0,2
28/10/2018,0,0,0,0,0,5,0,5,0,6,0,5,0,0,0,4,0,0,0,1,0,0,0,0,1,3,0,0
29/10/2018,0,1,0,0,1,7,0,12,0,7,0,9,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,1
30/10/2018,0,2,0,1,0,4,0,9,0,5,0,9,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1
31/10/2018,0,1,0,2,1,7,0,11,0,5,0,7,0,1,0,2,0,0,0,2,0,2,0,2,0,3,0,0
1/11/2018,0,0,0,3,0,3,0,8,0,3,0,5,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,1
2/11/2018,0,1,0,1,0,2,0,11,1,10,0,7,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0
3/11/2018,0,3,0,0,1,8,0,8,0,5,0,3,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,2
4/11/2018,0,2,0,1,0,3,0,5,1,5,0,8,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0
5/11/2018,0,3,0,1,0,5,0,7,1,6,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6/11/2018,1,0,0,1,0,5,0,4,0,5,0,5,0,1,0,2,0,2,0,2,0,1,0,0,0,1,0,0
7/11/2018,0,1,0,1,0,6,0,11,0,9,0,8,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
8/11/2018,0,1,0,0,0,1,0,7,0,2,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3
9/11/2018,0,1,0,2,0,4,0,12,0,2,0,8,0,2,0,0,0,0,0,1,0,5,0,1,0,0,0,1
10/11/2018,0,0,0,2,0,1,0,6,0,9,0,7,0,1,0,3,0,1,0,1,0,3,0,2,0,1,0,2
11/11/2018,0,0,0,1,0,4,0,5,1,12,0,3,0,3,0,1,0,0,0,0,2,0,0,1,0,3,0,0
12/11/2018,0,1,0,2,0,5,0,12,1,11,0,6,0,1,0,2,0,1,0,3,0,3,0,2,0,3,0,1
13/11/2018,0,2,0,1,1,6,0,8,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
14/11/2018,0,1,0,0,0,2,0,12,0,7,0,6,0,3,0,1,0,2,0,3,0,1,0,0,0,1,0,1
15/11/2018,0,0,0,0,0,5,0,7,0,5,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6
16/11/2018,1,1,0,2,0,4,0,15,0,5,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
17/11/2018,1,1,0,0,0,5,0,9,2,13,0,7,0,2,0,2,0,1,0,2,0,7,0,2,0,1,0,1
18/11/2018,1,4,0,1,0,6,0,7,1,6,0,7,0,5,0,1,1,0,0,0,0,3,0,1,0,2,0,1
19/11/2018,0,1,0,1,1,4,0,7,0,8,0,9,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20/11/2018,0,1,0,0,0,5,0,9,1,6,0,10,0,0,0,1,0,2,0,2,0,4,0,1,0,0,0,3
21/11/2018,1,1,0,0,0,13,0,9,0,6,0,6,0,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0
22/11/2018,1,0,0,0,0,2,0,13,0,7,0,5,0,0,0,1,0,0,0,2,0,3,0,1,0,1,0,2
23/11/2018,0,0,0,0,0,7,0,7,0,3,0,10,0,2,0,2,0,1,0,0,0,1,0,1,0,2,0,1
24/11/2018,0,2,0,1,0,2,0,4,0,8,0,6,0,0,0,1,0,2,0,2,0,1,0,4,1,1,0,1
25/11/2018,0,0,0,2,1,4,0,6,0,1,0,5,0,6,0,1,0,2,0,2,0,5,0,0,0,2,0,2
26/11/2018,0,3,0,3,0,2,0,10,0,8,0,11,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0
27/11/2018,0,0,0,0,0,8,0,9,0,4,0,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
28/11/2018,1,0,0,0,0,6,0,12,1,10,0,10,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,1
29/11/2018,0,0,0,1,0,4,0,7,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
30/11/2018,0,1,0,1,0,13,0,10,1,6,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0,2,0,2
1/12/2018,0,0,0,1,0,6,0,5,0,8,0,8,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3
2/12/2018,0,1,0,1,1,1,0,7,0,7,0,4,0,2,0,1,0,1,0,0,0,4,0,1,0,0,0,3
3/12/2018,0,0,0,1,0,0,0,5,0,7,0,3,0,4,0,3,0,1,0,0,0,3,0,1,0,1,0,1
4/12/2018,1,1,0,0,0,3,0,7,0,6,0,10,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0
5/12/2018,0,0,0,0,0,8,0,14,0,3,0,8,0,0,0,1,0,0,0,2,0,3,0,2,0,1,0,1
6/12/2018,0,1,0,0,0,5,0,10,0,10,0,12,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
7/12/2018,0,3,0,1,0,3,0,10,0,11,0,16,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
8/12/2018,0,0,0,2,0,3,0,5,0,4,0,8,0,0,0,3,0,0,0,2,0,1,0,2,0,1,0,0
9/12/2018,0,3,0,0,0,2,0,5,0,5,0,4,0,0,0,1,0,1,0,1,1,3,0,1,0,0,0,1
10/12/2018,0,1,0,1,0,5,0,10,1,8,0,12,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,0
11/12/2018,0,2,0,1,0,4,0,8,0,7,0,14,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,2
12/12/2018,1,0,0,1,0,7,0,10,2,14,0,7,0,1,0,3,0,1,0,1,0,3,0,1,0,0,0,0
13/12/2018,0,0,0,3,0,3,0,10,0,4,0,10,0,1,0,2,0,0,0,1,0,1,0,1,0,1,0,2
14/12/2018,0,2,0,4,1,9,0,13,0,6,0,3,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,2
15/12/2018,0,0,0,1,1,5,0,9,0,8,0,7,0,1,0,1,0,5,0,2,0,1,0,2,0,0,0,0
16/12/2018,0,1,0,0,0,5,0,5,0,9,0,3,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,1
17/12/2018,0,1,0,0,0,3,0,6,0,7,0,4,0,0,0,2,1,2,0,1,0,0,0,1,1,0,0,1
18/12/2018,0,2,0,1,0,4,0,12,0,7,0,4,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0
19/12/2018,0,0,0,0,0,6,0,14,1,6,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
20/12/2018,0,2,0,0,0,8,0,11,0,5,0,8,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,1
21/12/2018,0,3,0,0,0,7,0,9,1,7,0,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3
22/12/2018,0,1,0,1,0,5,0,14,0,4,0,5,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1
23/12/2018,0,1,0,3,0,7,0,11,0,8,0,5,0,1,0,0,0,1,0,0,0,4,0,0,0,2,0,2
24/12/2018,0,1,0,0,0,4,0,8,1,8,0,4,0,0,0,1,0,0,0,0,1,2,0,1,1,1,0,4
25/12/2018,0,1,0,1,0,2,0,5,0,5,0,3,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1
26/12/2018,0,0,0,0,1,1,0,5,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
27/12/2018,0,2,0,0,0,7,0,5,0,5,0,5,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,1
28/12/2018,0,1,0,0,0,2,0,6,0,4,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
29/12/2018,0,1,0,0,0,0,0,4,0,1,0,5,0,1,0,2,0,1,0,0,1,3,0,3,0,0,0,1
30/12/2018,0,2,0,2,0,1,0,7,0,5,0,7,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0
31/12/2018,0,1,0,2,0,2,0,3,1,5,0,6,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2
1/1/2019,0,0,0,2,0,4,0,6,0,7,0,3,0,1,0,4,0,2,0,1,0,3,0,4,0,1,0,1
2/1/2019,0,0,0,2,0,5,0,4,0,4,0,3,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1
3/1/2019,0,0,0,3,0,1,0,2,0,3,0,8,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2
4/1/2019,0,0,0,1,0,3,0,5,0,5,0,6,0,0,0,0,0,2,0,3,0,0,0,2,0,1,0,1
