"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-03","0.00","61","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-04","0.25","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-05","0.09","58","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-06","0.02","59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-07","0.00","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-08","0.05","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-09","0.11","64","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-10","0.08","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-11","0.21","55","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-12","0.06","56","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-13","0.00","57","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-14","0.00","59","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-15","0.00","62","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-16","0.00","58","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-17","0.18","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-18","0.39","54","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-19","0.01","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-20","0.18","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-21","0.12","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-22","0.03","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-23","0.04","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-24","0.69","49","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-25","0.22","53","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-26","0.01","52","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-27","0.01","52","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-28","0.01","60","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-29","0.00","60","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-06-30","0.00","54","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-01","0.43","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-02","0.05","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-03","0.00","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-04","0.00","54","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-05","0.11","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-06","0.68","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-07",,"55","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-08","0.03","58","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-09","0.01","58","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-10","0.00","57","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-11","0.14","60","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-12","0.00","56","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-13","0.10","52","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-14","0.02","56","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-15","0.00","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-16","0.00","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-17","0.00","65","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-18","0.00","66","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-19","0.01","59","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-20","0.08","60","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-21","0.04","64","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-22","0.28","65","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-23","0.70","51","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-24","0.06","53","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-25","0.02","57","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-26","0.27","50","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-27","0.08","54","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-28","0.04","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-29","0.00","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-30","0.09","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-07-31","0.11","62","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-01","0.07","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-02","0.40","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-03","0.03","55","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-04","0.02","58","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-05","0.01","58","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-06","0.00","56","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-07","0.00","59","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-08","0.00","58","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-09","0.00","65","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-10","0.01","58","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-11","0.36","57","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-12","0.00","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-13","0.20","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-14","0.05","63","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-15","0.00","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-16","0.00","66","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-17","0.02","62","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-18","0.00","72","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-19","0.00","63","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-20","0.53","55","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-21","0.04","58","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-22","0.39","60","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-23","0.25","56","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-24","0.00","54","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-25","0.06","55","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-26","0.09","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-27","0.00","60","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-28","0.00","65","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-29","0.00","67","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-30","0.00","62","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-08-31","0.17","66","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-01","0.01","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-02","0.02","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-03","0.00","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-04","0.00","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-05","0.00","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-06","0.00","69","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-07","0.00","70","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-08","0.00","73","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-09","0.00","65","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-10","0.38","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-11","0.03","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-12","0.17","54","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-13","0.32","55","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-14","0.71","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-15","0.09","60","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-16","0.15","60","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-17","0.01","67","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-18","0.03","54","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-19","0.06","60","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-20","0.00","67","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-21","0.02","61","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-22","0.00","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-23","0.00","63","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-24","0.00","68","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-25","0.20","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-26","0.01","63","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-27","0.38","61","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-28","0.02","67","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-29","0.08","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-09-30","0.11","60","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-01","0.05","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-02","0.00","75","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-03","0.55","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-04","0.13","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-05","0.20","61","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-06","0.01","80","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-07","0.01","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-08","0.00","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-09","0.00","72","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-10","0.05","60","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-11","0.02","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-12","0.00","60","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-13","0.02","60","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-14","0.00","72","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-15","0.00","76","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-16","0.00","72","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-17","0.64","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-18","0.19","61","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-19","0.07","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-20","0.00","70","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-21","0.00","65","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-22","0.80","56","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-23","0.61","57","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-24","0.01","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-25","0.00","76","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-26","0.00","67","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-27","0.01","61","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-28","0.01","63","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-29","0.00","76","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-30","0.00","80","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-10-31","0.06","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-01","0.02","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-02","0.09","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-03","0.00","67","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-04","0.00","84","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-05","0.00","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-06","0.02","69","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-07","0.00","79","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-08","0.02","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-09","0.00","65","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-10","0.00","63","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-11","0.00","72","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-12","0.05","78","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-13","0.10","68","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-14","0.35","62","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-15","0.00","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-16","0.00","71","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-17","0.00","88","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-18","0.00","65","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-19","0.00","69","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-20","0.00","90","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-21","0.00","96","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-22","0.33","58","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-23","0.20","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-24","0.06","63","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-25","0.03","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-26","0.01","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-27","0.02","62","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-28","0.04","66","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-29","0.01","71","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-11-30","0.00","66","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-01","0.00","71","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-02","0.00","69","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-03","0.00","75","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-04","0.00","90","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-05","0.07","69","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-06","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-07","0.00","81","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-08","0.13","74","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-09","0.39","63","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-10","0.01","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-11","0.01","68","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-12","0.00","92","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-13","0.00","95","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-14","0.00","66","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-15","0.00","69","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-16","0.00","76","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-17","0.00","68","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-18","0.00","66","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-19","0.00","86","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-20","0.11","69","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-21","0.01","67","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-22","0.00","72","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-23","0.00","83","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-24","0.01","97","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-25","0.02","100","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-26","0.00","85","77"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-27","0.10","86","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-28","0.03","100","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-29","0.02","95","72"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-30","1.94","79","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2016-12-31","0.00","73","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-01","0.00","70","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-02","0.03","63","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-03","0.02","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-04","0.00","88","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-05","0.00","87","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-06","0.00","94","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-07","0.00","99","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-08","0.00","92","84"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-09","0.00","74","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-10","0.00","79","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-11","0.00","73","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-12","0.00","80","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-13","0.06","82","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-14","0.33","73","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-15","0.00","70","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-16","0.00","86","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-17","0.00","96","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-18","0.00","69","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-19","0.00","75","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-20","1.00","70","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-21","0.03","72","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-22","0.00","83","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-23","0.00","98","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-24","0.04","70","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-25","0.01","71","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-26","0.00","71","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-27","0.00","78","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-28","0.00","78","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-29","0.00","83","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-30","0.00","86","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-01-31","0.01","72","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-01","0.00","69","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-02","0.00","74","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-03","0.00","79","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-04","0.00","98","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-05","0.00","89","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-06","1.26","65","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-07","0.00","80","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-08","0.00","96","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-09","0.00","97","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-10","0.00","81","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-11","0.00","75","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-12","0.02","67","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-13","0.00","70","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-14","0.17","67","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-15","0.00","89","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-16","0.00","74","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-17","0.00","77","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-18","0.00","66","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-19","0.02","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-20","0.71","67","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-21","0.01","72","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-22","0.00","91","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-23","0.00","75","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-24","0.01","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-25","0.01","69","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-26","0.00","85","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-27","0.00","90","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-02-28","0.00","91","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-01","0.00","87","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-02","0.00","75","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-03","0.00","86","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-04","0.00","81","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-05","0.00","79","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-06","0.00","81","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-07","0.00","82","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-08","0.00","85","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-09","0.00","89","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-10","0.00","75","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-11","0.00","81","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-12","0.01","81","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-13","0.00","77","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-14","0.00","90","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-15","0.00","93","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-16","0.04","73","71"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-17","0.00","74","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-18","0.00","86","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-19","0.00","90","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-20","0.00","85","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-21","0.07","78","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-22","0.65","71","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-23","0.00","77","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-24","0.00","78","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-25","0.00","86","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-26","0.00","81","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-27","0.00","92","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-28","0.16","74","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-29","0.00","82","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-30","0.22","64","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-03-31","0.02","64","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-01","0.00","66","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-02","0.00","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-03","0.00","72","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-04","0.00","74","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-05","0.00","77","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-06","0.00","79","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-07","0.00","80","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-08","0.00","83","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-09","0.48","60","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-10","0.59","62","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-11","0.01","66","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-12","0.00","69","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-13","0.00","70","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-14","0.00","65","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-15","0.09","63","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-16","0.00","69","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-17","0.00","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-18","0.00","71","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-19","0.00","81","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-20","0.00","80","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-21","0.33","70","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-22","0.04","74","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-23","0.07","71","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-24","0.01","75","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-25","0.82","66","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-26","1.00","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-27","0.25","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-28","0.03","66","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-29","0.00","66","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-04-30","0.01","65","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-01","0.00","68","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-02","0.10","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-03","0.04","61","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-04","0.00","60","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-05","0.00","69","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-06","0.00","68","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-07","0.17","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-08","0.14","62","49"
