"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-14","0.00","59","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-15","0.43","65","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-16","0.25","70","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-17","0.00","61","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-18","0.00","73","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-19","0.00","69","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-20","0.00","69","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-21","0.01","69","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-22","0.00","67","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-23","0.00","77","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-24","0.00","78","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-25","0.02","68","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-26","0.00","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-27","0.00","65","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-28","0.00","65","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-29","0.00","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-30","0.01","65","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-01","0.00","76","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-02","0.00","74","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-03","0.00","77","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-04","0.44","62","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-05","0.03","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-06","0.00","69","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-07","0.00","67","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-08","0.00","62","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-09","0.00","66","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-10","0.39","55","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-11","0.42","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-12","0.18","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-13","0.01","62","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-14","0.00","59","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-15","0.00","60","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-16","0.13","58","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-17","0.00","59","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-18","0.02","62","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-19","0.19","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-20","0.02","60","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-21","0.24","61","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-22","0.00","61","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-23","0.05","60","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-24","0.00","61","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-25","0.00","59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-26","0.00","68","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-27","0.00","70","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-28","0.00","68","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-29","0.06","63","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-30","0.00","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-05-31","0.32","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-01","0.00","58","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-02","0.00","56","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-03","0.01","59","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-04","0.00","58","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-05","0.05","61","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-06","0.00","66","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-07","0.00","65","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-08","0.06","56","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-09","0.04","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-10","0.00","57","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-11","0.00","63","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-12","0.06","61","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-13","0.00","58","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-14","0.11","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-15","0.22","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-16","0.27","54","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-17","0.56","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-18","0.18","56","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-19","0.01","58","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-20","0.00","61","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-21","0.00","58","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-22","0.00","58","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-23","0.00","54","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-24","0.02","55","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-25","0.00","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-26","0.02","55","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-27","0.00","51","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-28","0.01","50","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-29","0.00","55","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-06-30","0.03","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-01","0.09","57","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-02","0.00","58","32"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-03","0.00","59","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-04","0.00","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-05","0.01","67","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-06","0.00","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-07","0.09","55","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-08","0.13","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-09","0.13","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-10","0.00","52","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-11","0.00","54","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-12","0.02","51","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-13","0.02","57","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-14","0.00","59","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-15","0.00","58","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-16","0.04","56","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-17","0.00","63","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-18","0.15","60","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-19","0.00","62","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-20","0.21","53","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-21","0.01","56","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-22","0.00","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-23","0.00","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-24","0.01","59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-25","0.29","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-26","0.02","59","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-27","0.00","66","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-28","0.00","67","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-29","0.12","57","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-30","0.00","56","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-07-31","0.00","61","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-01","0.01","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-02","0.00","62","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-03","0.00","67","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-04","0.09","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-05","0.00","65","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-06","0.01","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-07","0.00","59","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-08","0.14","61","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-09","0.06","59","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-10","0.00","67","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-11","0.45","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-12","0.26","57","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-13","0.02","59","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-14","0.00","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-15","0.00","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-16","0.00","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-17","0.00","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-18","0.06","56","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-19","0.50","53","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-20","0.14","53","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-21","0.01","54","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-22","0.02","56","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-23","0.00","61","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-24","0.00","58","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-25","0.00","57","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-26","0.00","56","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-27","0.09","56","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-28","0.00","54","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-29","0.00","56","29"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-30","0.00","62","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-08-31","0.02","61","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-01","0.16","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-02","0.04","54","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-03","0.04","56","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-04","0.00","64","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-05","0.01","68","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-06","0.07","69","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-07","0.17","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-08","0.00","62","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-09","0.00","63","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-10","0.00","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-11","0.00","76","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-12","0.00","63","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-13","0.00","68","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-14","0.00","73","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-15","0.03","57","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-16","0.15","57","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-17","0.00","65","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-18","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-19","0.16","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-20","0.01","62","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-21","0.00","64","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-22","0.00","62","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-23","0.00","58","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-24","0.00","61","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-25","0.00","58","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-26","0.00","66","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-27","0.00","76","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-28","0.00","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-29","0.19","57","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-09-30","0.00","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-01","0.00","71","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-02","0.00","80","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-03","0.00","61","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-04","0.00","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-05","0.00","69","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-06","0.00","73","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-07","0.00","76","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-08","0.00","81","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-09","0.32","63","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-10","0.12","62","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-11","0.00","68","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-12","0.00","72","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-13","0.00","76","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-14","0.00","83","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-15","0.00","83","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-16","0.08","73","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-17","0.21","74","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-18","0.09","69","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-19","0.02","83","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-20","0.36","60","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-21","0.22","66","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-22","0.01","81","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-23","0.00","64","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-24","0.00","63","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-25","0.00","65","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-26","0.00","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-27","0.00","67","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-28","0.00","62","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-29","0.00","68","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-30","0.00","76","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-10-31","0.00","70","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-01","0.00","92","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-02","0.00","88","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-03","0.00","67","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-04","0.00","69","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-05","0.11","84","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-06","0.06","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-07","0.85","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-08","0.12","63","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-09","0.00","68","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-10","0.03","67","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-11","0.00","69","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-12","0.00","86","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-13","0.00","89","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-14","0.24","62","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-15","0.00","65","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-16","0.00","66","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-17","0.00","69","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-18","0.00","80","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-19","0.00","89","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-20","0.00","82","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-21","1.27","72","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-22","0.48","63","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-23","0.43","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-24","0.42","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-25","0.01","66","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-26","0.02","65","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-27","0.00","72","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-28","0.00","73","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-29","0.03","67","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-11-30","0.00","68","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-01","0.00","90","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-02","0.56","67","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-03","0.00","73","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-04","0.02","68","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-05","0.00","79","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-06","0.00","96","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-07","0.00","101","76"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-08","0.00","83","71"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-09","0.00","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-10","0.00","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-11","0.00","81","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-12","0.00","94","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-13","0.62","70","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-14","0.83","72","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-15","0.24","78","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-16","0.06","74","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-17","0.54","69","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-18","0.01","70","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-19","0.00","78","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-20","0.00","71","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-21","0.00","74","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-22","0.80","67","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-23","0.00","78","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-24","0.00","92","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-25","0.00","77","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-26","0.00","79","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-27","0.00","99","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-28","0.00","97","72"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-29","0.03","75","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-30","0.06","72","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-12-31","0.09","76","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-01","0.00","77","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-02","0.00","75","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-03","0.00","87","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-04","0.00","111","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-05","0.01","71","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-06","0.06","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-07","0.00","76","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-08","0.00","76","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-09","0.00","70","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-10","0.00","73","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-11","0.00","86","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-12","0.00","78","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-13","0.00","87","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-14","0.00","92","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-15","0.00","89","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-16","0.00","78","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-17","0.00","91","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-18","0.01","81","70"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-19","0.11","75","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-20","0.00","75","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-21","0.00","84","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-22","0.00","87","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-23","0.00","81","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-24","0.00","104","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-25","0.02","111","70"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-26","0.00","82","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-27","0.00","81","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-28","0.00","92","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-29","0.00","98","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-30","0.00","101","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-01-31","0.34","72","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-01","0.00","76","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-02","0.00","94","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-03","0.00","98","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-04","0.00","75","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-05","0.00","83","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-06","0.00","94","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-07","0.12","83","70"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-08","0.00","74","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-09","0.00","67","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-10","0.13","74","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-11","0.00","81","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-12","0.00","71","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-13","0.11","67","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-14","0.00","73","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-15","0.00","75","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-16","0.00","76","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-17","0.00","82","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-18","0.00","75","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-19","0.00","69","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-20","0.00","75","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-21","0.01","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-22","0.01","75","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-23","0.00","82","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-24","0.00","92","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-25","0.00","95","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-26","0.00","74","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-27","0.00","83","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-02-28","0.00","101","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-01","0.00","103","72"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-02","0.00","99","71"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-03","0.00","100","76"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-04","0.00","81","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-05","0.00","75","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-06","0.06","65","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-07","0.04","71","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-08","0.00","82","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-09","0.00","77","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-10","0.00","77","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-11","0.00","71","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-12","0.00","66","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-13","0.04","66","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-14","0.00","71","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-15","0.00","75","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-16","0.00","84","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-17","0.00","78","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-18","0.00","83","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-19","0.00","79","65"
